text,label,label_text
Delayed recognition of intrathecal methotrexate overdose.,0,Not-Related
This was followed by eight 99 microsecond pulses at an amplitude of 1.3 kV/cm administered directly to the tumors 5 to 15 minutes after the bleomycin was completely infused.,0,Not-Related
A 59-year-old white man developed keratoacanthoma of the nose immediately following one course of MOPP polychemotherapy for clinical state IV B mixed cellularity Hodgkin's disease.,0,Not-Related
"CONCLUSIONS: DWI findings in this cohort seem to reflect cytotoxic edema within cerebral white matter suggesting a reversible metabolic derangement, rather than ischemia, as the basis for this syndrome.",0,Not-Related
"As with steroids given by other routes, raised intraocular pressure and cataract may occur.",0,Not-Related
Favorable outcome of de novo hepatitis B infection after liver transplantation with lamivudine and adefovir therapy.,1,Related
Vincristine overdose (7.5 mg/m2) was accidentally administered to 3 children with acute lymphoblastic leukemia.,0,Not-Related
Dermatitis herpetiformis is associated with a gluten-sensitive enteropathy in >85% of cases.,0,Not-Related
"Flare of Kaposi's sarcoma (KS) is well described in immunosuppressed patients treated with corticosteroids and rituximab, but has not yet been reported during treatment with imatinib.",1,Related
Adrenaline dacryolith: detection by ultrasound examination of the nasolacrimal duct.,1,Related
Carmustine is the preferred nitrosourea compound for topical therapy of mycosis fungoides.,0,Not-Related
Bromides appeared to be approximately as effective as diphenylhydantoin for seizure control in this patient.,0,Not-Related
"However, recurrent staphylococcus aureus sepsis developed during CyA therapy.",1,Related
"CONCLUSIONS: As the elderly population and the incidence of heart disease increase in the United States, more people will probably be using heart drug therapy.",0,Not-Related
Treatment-related myelodysplastic syndrome after temozolomide for recurrent high-grade glioma.,1,Related
An adolescent with stunted growth was treated for 6 months with a synthetic anabolic androgen.,0,Not-Related
"Eleven consecutive JW adult patients with acute leukaemia, all of whom had been denied care in other institutions, were treated at the European Institute of Oncology (EIO) in Milan, Italy.",0,Not-Related
We report a case of contact dermatitis due to sodium bisulfite in Tathion eye drops.,1,Related
"As the use of stimulant medications has ballooned in the past decade, so too has awareness of the cardiovascular complications of these drugs.",0,Not-Related
A 61-year-old patient who had been treated with lisinopril in the past without any problems was commenced on ramipril for left ventricular dysfunction.,0,Not-Related
The clinical presentation and course was consistent with acute tubulointerstitial nephritis due to these agents.,0,Not-Related
"Until recently, actinomycin D (AMD), a cytotoxic antibiotic, was considered to cause little or no liver damage.",0,Not-Related
"PATIENTS: Two women, ages 49 and 34 years, with endometrial hyperplasia without squamous metaplasia who were treated with progestin.",0,Not-Related
"Musculoskeletal complaints were the presenting symptoms in four of 44 children (9%) treated for relapsed Wilms' tumors with ifosfamide, a derivative of cyclophosphamide.",1,Related
"The disease-modifying drugs he was taking, cyclosporin and methotrexate, were stopped, and the lymphoma resolved spontaneously without the use of chemotherapy.",1,Related
"Within 3 weeks of beginning continuous daily isoniazid and rifampin therapy for pulmonary tuberculosis, a patient developed acute renal failure.",1,Related
The ability of tumor necrosis factor (TNF)-alpha inhibitors to impair pivotal pro-inflammatory host defenses may facilitate the development of disseminated cryptococcosis.,0,Not-Related
Two cases of therapeutic failure associated with levothyroxine brand interchange.,0,Not-Related
Only 3 cases of imatinib-induced tumor lysis syndrome have been reported.,1,Related
Intrathecal rituximab treatment for pediatric post-transplant lymphoproliferative disorder of the central nervous system.,0,Not-Related
"Sulfonamides have been reported to augment the hypoglycemic effects of chlorpropamide, glyburide, and tolbutamide.",0,Not-Related
"Continuous EEG monitoring is helpful in managing seizures that occur as a complication of CBZ OD, after the course of recovery or worsening, and in providing assistance with prognosis.",1,Related
The adverse effects of oral contraceptives on the structure and function of hepatic tissue are reviewed.,0,Not-Related
"HSOS following standard chemotherapy has been reported in patients receiving vincristine, actinomycin D, and cyclophosphamide for the treatment of Wilms tumor and more rarely rhabdomyosarcoma.",0,Not-Related
Malignant myelosclerosis (acute myelofibrosis): report of two cases following cytotoxic chemotherapy.,0,Not-Related
"To our knowledge this is the first report of pancytopenia due to MMI, where the usual hypoplasia found is replaced by massive plasmocytosis.",1,Related
"She was a long-term user of an intra-uterine device (IUD) and, although asymptomatic, had radiological evidence of pelvic infection.",0,Not-Related
"Vapreotide was found to reduce nausea and vomiting considerably, by inhibiting the release and action of gastrointestinal hormones and the secretory and motor functions of stomach and intestines.",0,Not-Related
A repeated low dose of the drug induced hyperkalaemia.,0,Not-Related
"ARDS is rarely associated with rituximab infusion for lympho-proliferative disorders, but it should be considered by those administering rituximab, especially when a patient develops severe pulmonary symptoms soon after infusion.",1,Related
The bleeding resolved on discontinuation of APV.,1,Related
We report on a patient who developed the clinical findings of pulmonary eosinophilia.,0,Not-Related
"This clinically asymptomatic case of skeletal fluorosis was discovered, as in the 2 previously reported cases, by the examination of bone X-ray (performed as part of the routine work-up for rheumatoid arthritis) which showed evident osteosclerosis.",0,Not-Related
We report a case of ischemic cholangitis that occurred after transcatheter hepatic arterial chemoembolization (TAE).,0,Not-Related
Acute pancreatitis and amiodarone: a case report.,0,Not-Related
METHODS: A 68-year-old man developed intense conjunctival hyperemia and cystoid macula edema after switching from latanoprost to bimatoprost 9 months after cataract surgery in an eye at low-risk for this cystoid macular edema.,1,Related
"Ritonavir is a potent inhibitor of hepatic cytochrome P450, mainly the CYP3A4 isoform.",0,Not-Related
"Naratriptan 2.5 mg given each morning, with a second tablet allowed for breakthrough headache, at least 4 hours later, demonstrated a remarkable reduction in frequency and intensity of daily headache.",0,Not-Related
We present a case of chronic inflammatory demyelinating polyneuropathy occurring subsequent to influenza vaccination in a 74-year-old gentleman with no previous neurological history.,0,Not-Related
Quetiapine and obsessive-compulsive symptoms (OCS): case report and review of atypical antipsychotic-induced OCS.,1,Related
"The patient was treated with glycyrrhizin, and his EP resolved.",0,Not-Related
The first organism is exceptionally rare following laparoscopic cholecystectomy and is presumed to be a result of inadvertent gallstone spillage.,0,Not-Related
We report the occurrence of a cerebral hemorrhage related to cerebral amyloid angiopathy in a patient who underwent thrombolysis and treatment with heparin for acute myocardial infarction.,0,Not-Related
Medication-induced dystonias in nine patients with dementia.,0,Not-Related
Its potential usefulness in reversing adverse effects encountered during therapeutic dosing with beta-blockers has not been well characterized.,0,Not-Related
In this paper we present a patient with the diagnosis of nephrotic syndrome and a known history of hepatitis C who received IFNalpha therapy for newly diagnosed CML.,0,Not-Related
